Concurso,Dia,Mes,Ano,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Bola16,Bola17,Bola18,Bola19,Bola20
865,24,09,08,1,4,7,10,11,25,26,35,38,43,48,55,56,62,64,67,68,79,85,98
866,27,09,08,6,8,14,23,30,31,32,37,39,40,44,45,48,50,52,80,89,91,97,99
867,01,10,08,10,12,16,21,22,25,31,32,37,42,43,53,67,76,79,85,86,92,94,99
868,04,10,08,0,1,14,22,26,30,34,39,42,53,58,59,62,71,77,81,83,86,87,99
869,08,10,08,3,4,5,6,13,22,23,24,25,29,36,45,60,65,74,76,80,81,96,97
870,11,10,08,23,24,31,39,40,41,46,50,52,56,57,59,64,77,83,84,85,90,91,98
871,15,10,08,0,2,4,9,12,18,26,36,40,47,49,53,56,62,64,68,80,90,93,94
872,18,10,08,0,8,14,31,34,38,41,45,47,59,65,70,72,74,76,81,85,87,94,96
873,22,10,08,2,4,10,19,21,27,28,29,32,38,39,42,46,51,60,63,71,77,87,97
874,25,10,08,5,9,10,21,35,40,41,49,52,56,59,61,63,73,82,83,88,89,90,96
875,29,10,08,4,7,14,17,24,27,38,43,52,54,55,57,58,61,70,78,82,84,85,90
876,01,11,08,2,6,16,17,30,31,37,38,41,42,43,45,69,72,77,81,90,93,94,95
877,05,11,08,3,7,19,21,22,25,32,43,48,50,52,54,71,75,76,83,87,93,94,98
878,08,11,08,0,3,14,16,24,26,32,35,37,47,51,52,53,55,56,73,75,81,87,94
879,12,11,08,0,2,7,17,21,26,33,34,39,42,43,48,49,60,64,75,77,89,96,98
880,16,11,08,0,2,4,6,25,28,29,30,38,47,49,50,52,54,64,72,73,76,86,96
881,19,11,08,3,7,9,13,22,26,37,39,44,49,58,62,66,67,71,78,80,82,92,96
882,22,11,08,12,17,21,23,24,27,30,38,42,46,52,53,57,68,75,78,79,83,84,99
883,26,11,08,0,1,2,4,6,7,10,19,23,37,42,49,63,74,78,88,89,94,97,98
884,29,11,08,3,6,11,14,19,20,30,31,32,38,47,55,57,58,61,64,70,86,88,95
885,03,12,08,7,10,11,19,26,33,36,38,41,45,50,56,57,62,63,71,77,78,84,97
886,06,12,08,3,5,7,11,14,15,32,36,37,38,45,47,50,51,70,71,72,79,97,98
887,10,12,08,2,4,6,14,19,27,30,41,42,49,53,55,56,57,62,66,75,80,82,90
888,13,12,08,0,4,9,25,28,30,42,51,52,53,56,61,66,68,71,76,77,84,86,98
889,17,12,08,0,3,6,10,20,27,35,38,40,43,46,55,56,62,68,77,79,93,94,96
890,20,12,08,1,4,6,9,21,22,23,25,29,49,55,68,71,72,76,80,81,85,90,95
891,24,12,08,1,13,15,17,18,22,24,26,31,46,55,63,66,73,74,79,90,93,95,96
892,27,12,08,2,10,12,15,23,30,39,47,52,60,63,66,69,70,72,74,82,83,88,90
893,31,12,08,1,3,5,10,18,36,39,40,42,44,47,53,60,67,71,73,78,79,82,86
894,03,01,09,0,6,21,26,28,29,31,33,36,37,39,40,41,49,53,63,65,77,81,84
895,07,01,09,2,4,11,14,17,21,23,26,28,44,45,49,58,59,61,74,81,85,88,89
896,10,01,09,2,13,25,27,28,33,36,37,39,43,45,51,52,67,70,71,74,88,92,93
897,14,01,09,0,4,8,15,20,23,25,32,54,58,68,73,74,81,82,91,92,96,97,99
898,17,01,09,3,16,18,19,29,30,34,47,56,60,63,64,65,74,77,81,83,85,94,95
899,21,01,09,1,2,6,8,11,14,19,21,22,23,29,40,49,57,68,76,82,86,88,89
900,24,01,09,6,7,13,15,18,19,31,38,53,60,61,65,78,81,85,87,93,95,97,99
901,28,01,09,8,9,12,13,16,21,24,28,31,38,40,43,45,46,51,52,55,56,87,93
902,31,01,09,3,5,7,10,12,15,19,21,26,28,39,43,49,69,73,75,78,82,93,99
903,04,02,09,5,7,9,12,22,25,32,37,48,51,61,62,66,69,73,77,87,92,96,99
904,07,02,09,0,4,18,19,20,22,27,29,31,38,43,44,48,62,64,65,67,70,85,90
905,11,02,09,1,3,4,7,8,11,27,33,35,36,44,49,55,60,68,70,78,83,93,94
906,14,02,09,6,7,13,16,18,30,37,40,44,51,53,59,62,67,77,82,88,92,96,99
907,18,02,09,0,5,7,8,17,35,39,47,51,67,69,71,72,77,80,81,85,94,95,98
908,21,02,09,19,21,24,30,33,34,38,44,48,49,58,60,63,67,70,75,76,81,82,89
909,25,02,09,4,7,9,10,13,15,18,31,34,36,38,44,47,48,53,78,83,92,93,99
910,28,02,09,4,5,7,11,13,14,16,20,21,28,36,37,42,43,46,58,59,65,68,83
911,04,03,09,0,12,14,20,24,31,37,45,46,48,52,53,62,64,74,76,79,80,83,86
912,07,03,09,0,1,12,28,44,45,49,54,55,58,62,66,67,69,70,71,79,91,97,98
913,11,03,09,2,6,8,10,13,14,18,29,30,36,41,48,53,56,57,65,82,83,88,90
914,14,03,09,1,2,9,11,15,16,27,32,39,52,57,59,63,64,69,73,75,76,78,93
915,18,03,09,2,11,13,16,17,19,26,28,30,38,41,44,50,58,64,69,78,86,90,95
916,21,03,09,3,7,17,22,23,27,30,31,39,44,46,56,58,72,75,76,81,82,83,84
917,25,03,09,3,10,21,28,34,35,43,44,53,55,62,72,73,78,80,84,85,87,91,96
918,28,03,09,8,9,13,18,30,31,33,41,48,50,51,61,74,76,84,85,87,89,94,97
919,01,04,09,0,5,8,25,29,33,41,46,48,51,54,65,69,72,77,79,82,83,90,99
920,04,04,09,10,11,15,18,31,33,34,39,42,47,51,54,56,57,77,79,81,90,92,99
921,08,04,09,2,4,12,17,20,22,26,30,36,44,49,51,55,56,66,80,91,93,95,99
922,11,04,09,2,4,11,18,30,35,51,56,58,59,62,69,74,76,78,80,81,82,85,90
923,15,04,09,0,1,21,22,29,30,46,47,51,52,65,66,69,74,81,84,85,89,90,93
924,18,04,09,0,1,3,10,12,18,24,26,27,28,37,38,41,43,52,65,66,74,93,97
925,22,04,09,2,12,17,20,23,24,31,34,40,52,53,55,70,73,77,80,81,87,89,98
926,25,04,09,3,4,7,8,15,18,19,20,22,29,38,49,51,64,71,79,80,82,88,99
927,29,04,09,2,4,5,19,21,22,24,26,30,33,60,63,69,70,80,82,84,87,92,94
928,02,05,09,12,15,17,22,31,32,35,43,44,59,61,73,75,76,78,81,83,86,87,91
929,06,05,09,3,4,12,13,15,19,30,35,42,53,61,62,63,69,71,73,77,88,90,92
930,09,05,09,3,4,5,21,26,28,40,43,45,48,54,56,62,66,69,81,82,84,95,96
931,13,05,09,1,2,3,6,8,10,12,13,27,36,39,43,45,49,65,72,73,74,87,90
932,16,05,09,12,19,22,25,28,38,41,47,49,52,57,61,66,67,69,74,87,89,90,95
933,20,05,09,12,18,19,20,23,26,27,29,35,37,54,58,59,74,80,83,85,89,96,98
934,23,05,09,0,12,14,20,21,23,37,44,48,55,58,67,73,74,76,85,87,90,96,98
935,27,05,09,6,13,17,21,34,36,38,42,44,47,50,62,67,73,74,75,80,85,91,97
936,30,05,09,0,21,26,29,34,37,50,53,56,58,60,67,68,72,77,79,81,83,92,99
937,03,06,09,1,3,5,7,16,23,30,34,37,40,45,46,47,49,61,63,68,87,89,90
938,06,06,09,4,5,9,11,12,33,35,36,38,51,55,56,58,69,76,87,94,95,96,98
939,10,06,09,0,1,4,6,11,16,33,35,38,40,42,43,44,46,47,48,59,66,76,82
940,13,06,09,2,19,20,23,24,25,33,35,36,38,49,59,65,66,73,75,77,78,87,97
941,17,06,09,4,7,16,21,22,26,29,32,35,41,43,55,65,66,67,70,77,78,80,89
942,20,06,09,0,3,5,6,9,10,13,24,27,29,34,36,41,63,64,74,76,81,90,96
943,24,06,09,3,13,14,19,21,32,39,41,42,45,60,62,63,66,69,70,79,82,85,87
944,27,06,09,2,5,6,9,11,17,18,25,26,28,33,37,44,52,55,56,65,71,76,86
945,01,07,09,3,7,18,21,26,31,32,36,41,54,55,57,60,64,66,67,74,80,94,98
946,04,07,09,0,3,4,6,8,20,21,24,25,26,31,36,43,52,64,74,75,79,91,98
947,08,07,09,1,4,7,8,10,18,23,25,29,30,35,37,46,54,69,72,77,81,83,93
948,11,07,09,1,3,6,8,9,21,30,34,41,44,46,68,74,79,80,82,88,90,94,95
949,15,07,09,4,5,9,28,29,34,36,43,50,57,60,61,63,66,68,76,77,87,94,96
950,18,07,09,0,1,3,8,21,22,45,50,53,58,59,63,68,69,76,77,80,85,87,90
951,22,07,09,0,2,3,4,5,11,16,19,21,42,43,49,55,56,73,80,90,91,94,99
952,25,07,09,8,11,13,18,28,38,41,43,46,52,55,62,68,70,75,76,85,88,92,95
953,29,07,09,13,18,20,28,30,32,37,44,62,63,67,69,70,74,79,86,89,91,96,97
954,01,08,09,0,8,9,12,16,23,24,25,29,31,41,43,49,57,58,64,71,73,78,87
955,05,08,09,10,16,22,26,29,32,36,39,41,44,45,54,56,57,60,65,70,74,85,92
956,08,08,09,0,1,4,5,12,16,23,24,42,46,60,62,64,66,69,81,84,90,95,97
957,12,08,09,2,7,13,17,23,27,43,54,60,61,63,68,69,74,75,76,81,89,95,99
958,15,08,09,15,19,23,31,32,34,37,38,40,45,48,49,50,64,70,71,90,91,92,93
959,19,08,09,7,9,10,11,16,19,21,27,52,54,60,62,74,78,80,86,87,92,93,97
960,22,08,09,1,2,5,6,19,27,38,42,52,54,56,65,70,74,82,83,86,90,92,93
961,26,08,09,1,3,6,8,18,36,37,43,46,51,58,59,72,73,74,75,79,82,94,97
962,29,08,09,1,2,11,15,20,21,26,36,47,49,51,67,73,74,82,88,91,95,96,99
963,02,09,09,1,4,6,9,11,14,27,28,30,33,37,54,64,65,72,77,78,82,91,95
964,05,09,09,7,10,20,23,24,25,28,36,42,49,51,71,72,80,81,82,89,92,95,98
965,09,09,09,4,13,14,19,23,29,30,38,39,40,42,64,74,78,79,80,81,82,92,98
966,12,09,09,1,6,12,13,17,35,40,43,46,50,53,56,59,60,67,68,72,90,91,98
967,16,09,09,1,14,20,21,24,28,30,36,42,46,55,56,63,64,76,79,80,92,95,99
968,19,09,09,1,3,7,8,16,19,23,25,41,45,48,49,61,68,70,74,78,81,91,97
969,23,09,09,5,13,20,25,29,35,36,41,47,51,56,57,60,72,73,74,82,85,91,99
970,26,09,09,2,6,7,8,9,14,17,21,26,32,37,39,46,48,57,68,77,80,88,92
971,30,09,09,5,8,10,11,22,23,26,27,32,44,54,59,61,63,64,67,70,79,84,94
972,03,10,09,0,1,3,8,17,20,23,24,32,34,50,53,55,58,62,77,84,85,92,94
973,07,10,09,6,9,19,28,30,32,38,42,55,65,72,80,82,86,87,88,91,92,95,98
974,10,10,09,1,10,17,23,24,25,26,27,29,36,45,49,55,56,61,66,78,80,87,96
975,14,10,09,0,2,3,5,8,11,14,18,30,35,42,45,46,48,49,78,83,89,92,93
976,17,10,09,1,9,22,23,26,40,41,45,47,49,53,59,64,65,70,79,88,92,93,98
977,21,10,09,4,7,11,14,15,21,22,24,25,28,40,44,47,49,65,74,77,82,85,94
978,24,10,09,6,19,21,23,27,40,41,48,49,51,58,60,70,74,77,78,81,82,89,93
979,28,10,09,0,8,9,15,16,17,42,47,48,52,54,59,71,73,77,84,87,94,95,96
980,31,10,09,12,14,16,19,21,23,24,26,45,46,48,52,61,66,75,80,83,85,97,99
981,04,11,09,0,1,2,3,15,28,31,39,40,41,51,56,69,77,78,85,88,89,90,97
982,07,11,09,2,3,10,13,16,18,26,28,32,38,40,42,44,46,48,66,73,75,77,83
983,11,11,09,2,3,10,15,17,19,24,27,33,41,54,55,58,60,69,72,78,87,91,93
984,14,11,09,0,5,6,9,13,14,18,24,30,38,43,45,52,53,56,62,75,80,86,98
985,18,11,09,0,1,7,12,15,38,43,50,57,67,72,76,80,88,89,90,92,93,95,97
986,21,11,09,16,18,21,23,26,31,34,38,41,43,49,52,57,62,63,68,83,88,91,92
987,25,11,09,11,15,20,21,32,36,38,39,40,52,60,64,66,68,77,80,87,88,90,98
988,28,11,09,2,5,6,11,15,21,30,44,49,50,51,54,64,67,70,73,85,89,92,99
989,02,12,09,0,9,10,32,39,44,47,48,54,63,66,71,72,76,80,87,89,91,95,96
990,05,12,09,6,7,14,25,27,30,31,43,46,48,56,64,65,70,73,81,83,88,89,99
991,09,12,09,6,8,10,16,18,22,26,28,47,48,58,61,65,66,67,68,72,78,92,97
992,12,12,09,6,8,15,18,24,27,36,40,46,52,55,63,74,76,80,81,86,87,90,97
993,16,12,09,0,4,8,9,16,22,38,42,43,46,49,50,57,58,59,64,69,70,75,84
994,19,12,09,0,4,7,15,18,19,20,31,36,41,42,46,60,63,77,83,84,95,98,99
995,23,12,09,0,3,13,17,19,33,36,37,43,47,66,70,72,75,76,78,80,87,91,99
996,26,12,09,1,2,3,4,10,23,29,38,50,51,54,59,60,61,71,72,74,83,90,91
997,30,12,09,0,3,4,8,29,33,36,38,41,48,50,57,59,60,66,82,86,87,88,90
998,02,01,10,1,5,18,21,22,30,34,35,39,43,47,51,54,56,57,80,88,89,92,99
999,06,01,10,1,3,4,9,10,13,18,20,25,30,39,60,62,66,68,77,78,83,89,99
1000,09,01,10,3,12,15,25,26,30,34,37,38,40,41,43,49,50,53,62,63,64,70,95
1001,13,01,10,3,8,11,16,19,23,25,34,35,36,37,42,47,58,64,67,68,88,92,97
1002,16,01,10,3,9,10,15,16,17,22,27,30,40,42,44,49,62,67,73,74,83,90,97
1003,20,01,10,7,11,12,16,19,28,31,39,49,55,61,67,72,75,81,87,88,90,93,98
1004,23,01,10,0,3,9,10,29,30,34,37,42,48,50,54,56,63,64,69,78,81,97,98
1005,27,01,10,3,5,8,15,17,29,33,34,36,47,59,65,68,72,77,78,87,90,93,97
1006,30,01,10,1,14,19,25,29,32,38,55,56,65,69,77,78,81,90,91,92,94,97,99
1007,03,02,10,2,4,8,15,16,20,24,33,37,53,55,58,70,72,74,79,81,87,88,99
1008,06,02,10,3,6,7,10,20,34,36,39,40,50,51,65,70,72,73,77,83,84,87,99
1009,10,02,10,10,11,14,33,36,37,38,40,50,52,54,56,65,66,67,70,78,86,89,98
1010,13,02,10,2,17,18,19,21,22,26,29,42,44,51,52,60,69,71,72,73,78,94,99
1011,17,02,10,2,3,4,12,15,16,17,21,25,30,47,50,54,55,60,71,78,90,92,93
1012,20,02,10,0,4,7,9,11,13,42,44,45,50,53,59,65,67,70,74,81,89,90,97
1013,24,02,10,0,3,8,11,22,26,30,47,48,55,59,60,63,69,72,80,84,87,88,99
1014,27,02,10,1,5,9,11,12,17,18,27,32,33,37,38,39,58,60,61,72,75,91,96
1015,03,03,10,0,2,8,11,17,20,24,31,35,42,46,52,58,66,72,73,81,92,93,96
1016,06,03,10,1,4,5,6,8,11,20,23,29,36,49,50,57,62,70,76,77,86,87,90
1017,10,03,10,4,7,11,12,16,17,19,35,37,41,42,44,45,50,66,76,83,86,91,93
1018,13,03,10,0,2,8,12,15,26,28,31,32,39,40,49,50,61,65,73,79,80,82,86
1019,17,03,10,0,1,8,9,21,25,27,34,35,44,48,50,53,55,59,69,75,85,86,99
1020,20,03,10,2,9,13,19,20,23,30,31,34,37,44,47,50,51,57,59,79,88,93,98
1021,24,03,10,1,2,8,19,23,25,26,27,33,40,41,42,45,50,52,69,74,85,89,96
1022,27,03,10,3,6,13,15,28,29,31,41,42,46,48,53,55,60,62,74,78,79,80,89
1023,31,03,10,6,13,18,19,25,32,39,48,49,59,69,70,73,75,76,79,80,90,93,95
1024,03,04,10,4,6,13,16,20,21,26,38,40,41,45,49,51,55,69,74,91,97,98,99
1025,07,04,10,6,16,21,27,30,32,36,38,40,43,49,54,68,71,77,82,85,87,90,92
1026,10,04,10,2,9,10,11,25,26,32,43,44,45,47,51,53,56,64,69,77,78,80,93
1027,14,04,10,5,7,10,11,15,21,24,30,31,38,44,47,48,56,68,73,74,78,91,95
1028,17,04,10,1,6,8,15,19,20,29,35,40,44,56,62,66,72,74,75,76,81,82,95
1029,22,04,10,3,5,6,14,16,21,27,29,34,44,48,59,74,76,81,85,93,94,95,98
1030,24,04,10,0,2,13,17,39,45,47,49,53,60,63,64,74,78,83,86,89,90,91,92
1031,28,04,10,0,9,15,19,22,25,27,32,37,40,41,44,45,65,74,82,83,87,88,91
1032,30,04,10,0,2,7,9,11,12,17,21,22,31,55,64,73,77,79,84,87,94,97,99
1033,05,05,10,1,4,8,9,10,20,33,36,38,41,51,54,55,57,61,67,71,87,89,94
1034,08,05,10,0,3,4,8,9,12,24,29,34,36,43,54,58,60,61,64,79,80,87,90
1035,12,05,10,0,3,5,8,14,26,29,30,35,39,46,47,66,69,71,73,81,82,85,92
1036,15,05,10,1,6,12,18,20,34,36,37,40,42,49,60,62,63,69,71,78,80,86,93
1037,19,05,10,5,7,10,13,21,26,29,32,41,46,47,49,50,59,62,69,72,75,94,96
1038,22,05,10,0,3,6,7,10,17,18,21,22,23,35,36,39,57,64,67,82,84,85,98
1039,26,05,10,2,6,10,12,17,22,23,26,31,36,38,48,54,60,73,79,81,82,86,95
1040,29,05,10,5,7,9,15,17,22,26,37,44,46,61,68,70,71,72,74,79,83,86,95
1041,02,06,10,4,11,19,22,25,29,38,40,42,44,52,53,55,59,79,81,84,90,93,95
1042,05,06,10,5,10,11,12,14,15,20,25,34,35,42,45,48,60,64,65,73,86,89,92
1043,09,06,10,0,3,4,11,16,17,28,31,38,41,44,48,49,55,59,72,90,91,94,96
1044,12,06,10,6,7,11,22,23,25,29,31,37,41,44,46,49,55,61,77,80,81,82,98
1045,16,06,10,8,11,14,20,25,27,28,32,37,44,47,48,58,76,79,80,90,95,97,99
1046,19,06,10,13,17,23,30,31,34,36,37,38,47,53,58,60,63,70,76,77,88,89,93
1047,23,06,10,15,27,29,31,32,34,38,40,41,50,53,55,69,73,76,88,90,91,96,97
1048,26,06,10,3,11,16,26,34,37,41,42,45,47,51,52,56,63,76,78,86,89,95,99
1049,30,06,10,0,3,7,13,14,18,22,31,41,42,48,51,58,67,70,76,80,85,89,95
1050,03,07,10,1,2,3,4,6,17,19,28,33,43,47,53,54,69,71,78,84,86,89,97
1051,07,07,10,0,22,37,43,44,48,54,55,61,67,68,72,79,84,87,91,93,97,98,99
1052,10,07,10,0,2,3,6,16,23,29,34,35,39,40,53,57,60,66,68,79,90,92,97
1053,14,07,10,1,2,3,6,7,9,13,23,26,29,34,43,55,60,66,68,81,86,87,97
1054,17,07,10,4,5,10,14,17,18,21,24,34,40,41,45,47,49,57,77,79,87,98,99
1055,21,07,10,3,5,7,13,14,16,23,28,36,38,58,63,70,72,85,86,87,96,97,98
1056,24,07,10,1,2,6,8,13,19,23,26,30,31,36,46,66,67,71,84,86,89,95,98
1057,28,07,10,12,21,23,34,35,37,38,41,44,57,62,65,68,81,83,84,86,90,93,96
1058,31,07,10,5,8,12,27,28,34,38,43,45,47,51,53,54,55,58,66,79,86,98,99
1059,04,08,10,4,5,15,30,38,39,41,48,52,53,57,58,63,65,78,85,88,92,95,97
1060,07,08,10,2,3,13,19,26,29,30,32,37,39,41,42,67,69,70,74,78,81,82,95
1061,11,08,10,2,7,16,20,25,26,30,39,43,48,51,53,65,70,71,72,82,90,91,94
1062,14,08,10,3,4,8,12,17,19,20,29,30,38,47,48,53,64,73,75,76,88,95,99
1063,18,08,10,2,6,11,21,31,35,36,37,48,53,54,64,65,73,74,85,86,87,91,97
1064,21,08,10,1,2,8,9,15,32,46,48,50,53,55,56,66,68,79,85,87,91,92,93
1065,25,08,10,7,18,19,21,23,24,31,33,42,45,47,53,58,76,78,81,84,85,89,96
1066,28,08,10,3,19,34,39,43,44,48,59,61,63,64,70,73,74,77,79,85,89,91,95
1067,01,09,10,0,6,9,11,12,15,43,45,46,55,57,58,60,67,75,79,80,86,87,93
1068,04,09,10,0,2,9,24,28,32,34,36,44,51,52,55,60,67,72,75,84,85,86,97
1069,08,09,10,10,13,14,17,19,28,33,34,41,42,51,58,70,75,77,78,86,91,92,93
1070,11,09,10,5,7,10,12,15,30,39,42,51,54,61,62,71,73,76,83,84,88,96,98
1071,15,09,10,1,17,22,23,30,42,45,46,50,61,62,63,72,74,79,81,83,84,97,98
1072,18,09,10,7,10,15,18,21,39,41,42,43,46,49,55,64,67,68,75,81,84,86,92
1073,22,09,10,0,7,12,13,14,21,24,27,29,32,35,49,53,54,58,64,67,70,73,86
1074,25,09,10,4,7,10,12,17,27,28,32,40,41,44,47,49,58,59,66,69,75,89,92
1075,29,09,10,3,7,10,13,15,25,27,35,38,50,57,62,63,68,70,71,75,80,83,98
1076,02,10,10,0,4,7,19,27,33,35,38,40,48,53,65,74,75,82,83,84,86,88,95
1077,06,10,10,2,6,11,15,17,33,38,40,47,52,63,70,71,75,76,77,81,88,92,98
1078,09,10,10,5,6,10,15,16,18,20,23,37,41,44,48,50,52,54,56,67,68,71,74
1079,13,10,10,1,4,9,12,13,28,32,42,44,54,69,75,77,78,79,83,84,92,93,94
1080,16,10,10,4,15,34,37,41,49,51,61,63,67,68,69,70,71,72,81,84,86,97,99
1081,20,10,10,11,19,23,24,25,29,31,35,36,39,42,45,47,54,58,62,73,74,89,98
1082,23,10,10,1,3,9,21,25,29,39,48,51,60,66,67,68,76,78,81,84,94,96,99
1083,27,10,10,0,2,13,21,22,25,39,40,48,49,54,61,63,64,67,72,80,84,85,92
1084,30,10,10,11,26,35,38,42,45,46,52,53,56,57,59,64,72,75,77,81,85,91,93
1085,03,11,10,7,9,11,17,27,33,34,38,42,44,56,61,63,64,82,83,86,92,93,96
1086,06,11,10,3,15,16,19,20,25,27,38,44,57,58,66,69,72,74,78,83,96,98,99
1087,10,11,10,5,7,16,19,26,30,40,41,45,46,52,55,57,62,72,76,87,89,90,91
1088,13,11,10,0,1,7,19,21,29,35,38,40,42,43,47,56,57,58,61,80,84,92,95
1089,17,11,10,4,7,22,28,34,35,38,43,49,55,61,64,74,76,83,84,85,89,93,99
1090,20,11,10,0,1,3,8,9,16,19,28,35,47,50,51,59,61,63,68,82,89,92,94
1091,24,11,10,27,28,42,44,53,54,57,59,61,63,65,74,78,79,80,83,86,87,95,96
1092,27,11,10,2,5,6,14,22,27,29,46,47,48,49,52,54,55,58,68,75,79,87,90
1093,01,12,10,1,2,8,21,25,39,43,44,60,63,69,73,77,78,82,83,87,93,98,99
1094,04,12,10,5,15,20,23,25,29,45,49,50,57,64,65,67,73,77,78,79,84,85,88
1095,08,12,10,9,13,21,23,26,32,34,35,44,50,51,56,64,66,73,75,81,86,89,92
1096,11,12,10,0,4,5,6,8,9,10,12,27,40,46,48,50,58,65,66,76,86,90,99
1097,15,12,10,1,9,10,13,20,21,37,39,40,41,44,51,61,65,78,79,89,91,92,97
1098,18,12,10,1,4,6,10,17,29,32,37,42,45,46,53,67,68,71,82,87,91,94,95
1099,22,12,10,0,2,4,7,10,13,14,16,17,23,33,37,38,48,54,59,64,73,79,81
1100,24,12,10,3,7,13,15,26,28,31,32,33,36,37,44,52,60,68,70,73,76,96,98
1101,29,12,10,10,21,22,23,26,27,31,33,46,47,48,56,57,64,70,73,84,87,94,98
1102,31,12,10,1,12,14,15,21,25,30,33,40,51,56,57,60,64,70,75,80,82,89,99
1103,05,01,11,3,8,10,12,17,26,47,54,64,67,69,72,73,82,83,84,89,93,97,98
1104,08,01,11,1,4,15,17,35,36,45,48,51,53,54,56,58,64,76,77,81,82,84,94
1105,12,01,11,3,13,14,22,27,37,40,41,50,56,61,62,80,83,84,88,92,95,97,99
1106,15,01,11,8,13,22,26,33,35,43,46,47,48,49,50,54,63,64,65,70,85,86,99
1107,19,01,11,6,14,16,24,29,30,36,38,42,43,55,58,63,66,73,82,85,88,89,95
1108,22,01,11,4,5,8,12,31,38,39,41,45,48,52,53,55,59,69,74,83,85,95,96
1109,26,01,11,0,7,17,23,24,32,33,38,43,44,45,47,53,68,69,77,78,81,90,91
1110,29,01,11,2,4,6,7,8,9,12,14,35,49,57,68,69,70,72,76,82,84,85,93
1111,02,02,11,7,11,13,17,20,27,34,39,44,45,53,58,59,74,75,80,83,88,94,99
1112,05,02,11,1,3,5,19,24,25,28,33,41,47,54,56,70,75,78,87,91,92,95,96
1113,09,02,11,2,7,9,12,22,24,29,30,33,36,37,46,60,62,63,71,75,80,89,90
1114,12,02,11,1,15,16,19,24,27,33,40,41,43,53,67,71,74,75,76,77,79,81,83
1115,16,02,11,0,7,14,20,29,30,31,45,50,55,61,66,67,69,71,72,75,76,80,88
1116,19,02,11,0,3,7,8,11,18,29,31,48,52,54,59,63,70,72,76,77,80,81,87
1117,23,02,11,10,15,23,35,36,40,41,48,55,62,66,69,71,80,82,87,91,95,96,97
1118,26,02,11,0,8,11,14,17,19,20,24,35,37,42,44,50,54,58,64,69,74,76,78
1119,02,03,11,3,10,15,18,28,32,36,45,46,48,50,55,60,63,65,74,82,91,96,98
1120,05,03,11,3,7,12,17,20,25,32,40,43,44,48,56,65,73,78,84,86,87,94,99
1121,09,03,11,1,2,6,7,15,29,35,37,38,43,46,52,53,54,55,57,60,66,90,95
1122,12,03,11,0,2,3,9,11,13,14,17,23,28,32,45,48,54,57,58,68,70,71,79
1123,16,03,11,0,7,10,16,23,25,26,33,37,38,40,41,45,51,53,61,68,69,79,84
1124,19,03,11,8,9,13,15,20,29,30,32,36,38,41,44,53,56,62,65,68,78,93,96
1125,23,03,11,3,5,7,12,14,15,22,31,40,53,54,57,60,62,63,70,82,84,92,96
1126,26,03,11,1,10,11,16,17,19,20,26,29,36,47,64,66,72,73,75,79,85,93,94
1127,30,03,11,0,1,13,14,15,20,25,31,39,44,46,57,58,64,67,72,75,84,85,90
1128,02,04,11,3,8,16,19,27,29,35,44,46,48,52,55,59,61,64,72,73,76,84,88
1129,06,04,11,1,3,7,15,18,20,21,28,43,48,53,55,58,62,68,85,87,89,97,98
1130,09,04,11,5,14,17,18,22,23,34,39,44,50,60,65,66,76,79,81,86,93,94,98
1131,13,04,11,2,13,19,28,31,34,39,41,44,54,55,57,64,66,70,81,82,86,90,95
1132,16,04,11,3,5,8,12,13,20,21,22,29,36,40,44,53,57,60,65,72,75,78,88
1133,20,04,11,0,1,6,17,24,28,29,36,52,56,57,59,61,67,70,80,86,89,95,99
1134,23,04,11,1,5,9,17,22,23,24,34,41,42,46,49,52,55,58,60,75,79,84,89
1135,27,04,11,1,16,17,19,29,30,35,36,38,42,43,45,47,52,58,68,74,81,93,97
1136,30,04,11,2,9,14,15,18,21,32,40,44,48,57,62,63,71,81,88,90,92,94,96
1137,04,05,11,13,17,19,20,27,31,42,46,49,50,53,54,67,74,76,81,85,88,91,94
1138,07,05,11,1,12,17,20,21,22,25,28,31,39,47,57,65,72,73,78,79,86,88,98
1139,11,05,11,1,5,7,9,12,15,18,20,27,32,44,50,51,66,67,77,80,87,97,99
1140,14,05,11,10,16,20,24,26,29,35,38,47,48,53,59,62,69,71,74,89,94,97,99
1141,18,05,11,2,11,15,18,20,22,26,28,38,44,45,49,64,72,74,82,83,84,86,87
1142,21,05,11,1,9,15,23,31,37,44,45,49,50,51,63,70,71,75,79,83,86,91,94
1143,25,05,11,8,10,15,20,23,26,33,34,35,36,40,43,49,51,60,63,81,87,91,97
1144,28,05,11,3,13,18,24,26,28,40,43,45,49,58,64,73,77,78,79,82,88,97,99
1145,01,06,11,7,13,14,15,24,28,30,35,36,40,41,45,50,57,58,71,75,82,91,95
1146,04,06,11,4,13,20,27,33,37,39,40,42,51,57,64,66,73,75,80,85,90,96,99
1147,08,06,11,6,8,19,37,38,39,47,48,55,58,72,74,78,79,84,86,88,90,96,97
1148,11,06,11,0,1,4,5,26,30,35,50,51,63,67,68,71,76,81,83,85,87,92,99
1149,15,06,11,2,9,14,15,16,19,25,26,27,29,42,46,49,51,53,77,80,84,86,88
1150,18,06,11,0,2,13,21,31,36,39,40,41,42,43,55,57,63,70,71,83,89,91,93
